county,measure_date,hosp
8003,7/19/20,2
8003,7/20/20,3
8003,7/21/20,2
8003,7/22/20,4
8003,7/23/20,5
8003,7/24/20,5
8003,7/25/20,4
8003,7/26/20,4
8003,7/27/20,3
8003,7/28/20,3
8003,7/29/20,3
8003,7/30/20,3
8003,7/31/20,3
8003,8/1/20,3
8003,8/2/20,2
8003,8/3/20,2
8003,8/4/20,2
8003,8/5/20,0
8003,8/6/20,0
8003,8/7/20,0
8003,8/8/20,0
8003,8/9/20,0
8003,8/10/20,0
8003,8/11/20,0
8003,8/12/20,0
8003,8/13/20,0
8003,8/14/20,0
8003,8/15/20,1
8003,8/16/20,1
8003,8/17/20,0
8003,8/18/20,0
8003,8/19/20,0
8003,8/20/20,0
8003,8/21/20,0
8003,8/22/20,0
8003,8/23/20,0
8003,8/24/20,0
8003,8/25/20,0
8003,8/26/20,0
8003,8/27/20,0
8003,8/28/20,0
8003,8/29/20,0
8003,8/30/20,0
8003,8/31/20,0
8003,9/1/20,0
8003,9/2/20,0
8003,9/3/20,0
8003,9/4/20,0
8003,9/5/20,0
8003,9/6/20,1
8003,9/7/20,1
8003,9/8/20,0
8003,9/9/20,0
8003,9/10/20,0
8003,9/11/20,0
8003,9/12/20,0
8003,9/13/20,0
8003,9/14/20,0
8003,9/15/20,0
8003,9/16/20,0
8003,9/17/20,0
8003,9/18/20,0
8003,9/19/20,0
8003,9/20/20,0
8003,9/21/20,0
8003,9/22/20,0
8003,9/23/20,1
8003,9/24/20,1
8003,9/25/20,0
8003,9/26/20,0
8003,9/27/20,0
8003,9/28/20,0
8003,9/29/20,0
8003,9/30/20,0
8003,10/1/20,0
8003,10/2/20,0
8003,10/3/20,0
8003,10/4/20,1
8003,10/5/20,1
8003,10/6/20,1
8003,10/7/20,1
8003,10/8/20,1
8003,10/9/20,2
8003,10/10/20,2
8003,10/11/20,3
8003,10/12/20,4
8003,10/13/20,3
8003,10/14/20,3
8003,10/15/20,4
8003,10/16/20,2
8003,10/17/20,2
8003,10/18/20,2
8003,10/19/20,4
8003,10/20/20,1
8003,10/21/20,2
8003,10/22/20,1
8003,10/23/20,2
8003,10/24/20,1
8003,10/25/20,1
8003,10/26/20,1
8003,10/27/20,1
8003,10/28/20,3
8003,10/29/20,3
8003,10/30/20,3
8003,10/31/20,2
8003,11/1/20,2
8003,11/2/20,2
8003,11/3/20,3
8003,11/4/20,4
8003,11/5/20,3
8003,11/6/20,5
8003,11/7/20,5
8003,11/8/20,5
8003,11/9/20,3
8003,11/10/20,2
8003,11/11/20,5
8003,11/12/20,5
8003,11/13/20,3
8003,11/14/20,4
8003,11/15/20,3
8003,11/16/20,3
8003,11/17/20,7
8003,11/18/20,7
8003,11/19/20,8
8003,11/20/20,10
8003,11/21/20,9
8003,11/22/20,9
8003,11/23/20,9
8003,11/24/20,10
8003,11/25/20,9
8003,11/26/20,7
8003,11/27/20,9
8003,11/28/20,13
8003,11/29/20,11
8003,11/30/20,11
8003,12/1/20,8
8003,12/2/20,11
8003,12/3/20,10
8003,12/4/20,9
8003,12/5/20,9
8003,12/6/20,9
8003,12/7/20,10
8003,12/8/20,8
8003,12/9/20,5
8003,12/10/20,7
8003,12/11/20,7
8003,12/12/20,7
8003,12/13/20,3
8003,12/14/20,6
8003,12/15/20,9
8003,12/16/20,13
8003,12/17/20,11
8003,12/18/20,11
8003,12/19/20,7
8003,12/20/20,7
8003,12/21/20,9
8003,12/22/20,10
8003,12/23/20,10
8003,12/24/20,6
8003,12/25/20,5
8003,12/26/20,5
8003,12/27/20,5
8003,12/28/20,7
8003,12/29/20,7
8003,12/30/20,7
8003,12/31/20,8
8003,1/1/21,6
8003,1/2/21,8
8003,1/3/21,8
8003,1/4/21,11
8003,1/5/21,9
8003,1/6/21,8
8003,1/7/21,6
8003,1/8/21,6
8003,1/9/21,7
8003,1/10/21,7
8003,1/11/21,8
8003,1/12/21,9
8003,1/13/21,8
8003,1/14/21,6
8003,1/15/21,6
8003,1/16/21,6
8003,1/17/21,6
8003,1/18/21,6
8003,1/19/21,7
8003,1/20/21,6
8003,1/21/21,6
8003,1/22/21,4
8003,1/23/21,4
8003,1/24/21,6
8003,1/25/21,6
8003,1/26/21,6
8003,1/27/21,7
8003,1/28/21,7
8003,1/29/21,7
8003,1/30/21,5
8003,1/31/21,5
8003,2/1/21,4
8003,2/2/21,5
8003,2/3/21,5
8003,2/4/21,5
8003,2/5/21,5
8003,2/6/21,5
8003,2/7/21,5
8003,2/8/21,5
8003,2/9/21,4
8003,2/10/21,4
8003,2/11/21,5
8003,2/12/21,7
8003,2/13/21,7
8003,2/14/21,5
8003,2/15/21,5
8003,2/16/21,4
8003,2/17/21,4
8003,2/18/21,3
8003,2/19/21,3
8003,2/20/21,4
8003,2/21/21,3
8003,2/22/21,3
8003,2/23/21,4
8003,2/24/21,4
8003,2/25/21,4
8003,2/26/21,3
8003,2/27/21,4
8003,2/28/21,5
8003,3/1/21,5
8003,3/2/21,6
8003,3/3/21,4
8003,3/4/21,4
8003,3/5/21,4
8003,3/6/21,5
8003,3/7/21,3
8003,3/8/21,3
8003,3/9/21,2
8003,3/10/21,2
8003,3/11/21,2
8003,3/12/21,2
8003,3/13/21,5
8003,3/14/21,5
8003,3/15/21,4
8003,3/16/21,3
8003,3/17/21,4
8003,3/18/21,3
8003,3/19/21,3
8003,3/20/21,3
8003,3/21/21,2
8003,3/22/21,1
8003,3/23/21,1
8003,3/24/21,1
8003,3/25/21,1
8003,3/26/21,1
8003,3/27/21,0
8003,3/28/21,0
8003,3/29/21,0
8003,3/30/21,0
8003,3/31/21,0
8003,4/1/21,0
8003,4/2/21,0
8003,4/3/21,0
8003,4/4/21,0
8003,4/5/21,0
8003,4/6/21,0
8003,4/7/21,0
8003,4/8/21,0
8003,4/9/21,3
8003,4/10/21,2
8003,4/11/21,0
8003,4/12/21,0
8003,4/13/21,0
8003,4/14/21,2
8003,4/15/21,2
8003,4/16/21,1
8003,4/17/21,2
8003,4/18/21,1
8003,4/19/21,1
8003,4/20/21,1
8003,4/21/21,3
8003,4/22/21,2
8003,4/23/21,1
8003,4/24/21,1
8003,4/25/21,2
8003,4/26/21,3
8003,4/27/21,3
8003,4/28/21,3
8003,4/29/21,3
8003,4/30/21,3
8003,5/1/21,3
8003,5/2/21,5
8003,5/3/21,7
8003,5/4/21,5
8003,5/5/21,5
8003,5/6/21,7
8003,5/7/21,7
8003,5/8/21,6
8003,5/9/21,6
8003,5/10/21,6
8003,5/11/21,5
8003,5/12/21,4
8003,5/13/21,7
8003,5/14/21,8
8003,5/15/21,8
8003,5/16/21,8
8003,5/17/21,6
8003,5/18/21,8
8003,5/19/21,8
8003,5/20/21,6
8003,5/21/21,8
8003,5/22/21,8
8003,5/23/21,8
8003,5/24/21,8
8003,5/25/21,8
8003,5/26/21,9
8003,5/27/21,7
8003,5/28/21,6
8003,5/29/21,6
8003,5/30/21,5
8003,5/31/21,5
8003,6/1/21,6
8003,6/2/21,6
8003,6/3/21,6
8003,6/4/21,5
8003,6/5/21,5
8003,6/6/21,5
8003,6/7/21,4
8003,6/8/21,6
8003,6/9/21,5
8003,6/10/21,3
8003,6/11/21,4
8003,6/12/21,5
8003,6/13/21,5
8003,6/14/21,5
8003,6/15/21,4
8003,6/16/21,4
8003,6/17/21,2
8003,6/18/21,2
8003,6/19/21,3
8003,6/20/21,3
8003,6/21/21,3
8003,6/22/21,3
8003,6/23/21,3
8003,6/24/21,2
8003,6/25/21,2
8003,6/26/21,3
8003,6/27/21,3
8003,6/28/21,3
8003,6/29/21,3
8003,6/30/21,2
8003,7/1/21,2
8003,7/2/21,2
8003,7/3/21,2
8003,7/4/21,2
8003,7/5/21,2
8003,7/6/21,3
8003,7/7/21,3
8003,7/8/21,1
8003,7/9/21,1
8003,7/10/21,1
8003,7/11/21,1
8003,7/12/21,1
8003,7/13/21,1
8003,7/14/21,1
8003,7/15/21,1
8003,7/16/21,1
8003,7/17/21,1
8003,7/18/21,1
8003,7/19/21,0
8003,7/20/21,0
8003,7/21/21,0
8003,7/22/21,1
8003,7/23/21,1
8003,7/24/21,1
8003,7/25/21,4
8003,7/26/21,1
8003,7/27/21,1
8003,7/28/21,2
8003,7/29/21,2
8003,7/30/21,1
8003,7/31/21,2
8003,8/1/21,1
8003,8/2/21,1
8003,8/3/21,2
8003,8/4/21,3
8003,8/5/21,3
8003,8/6/21,3
8003,8/7/21,4
8003,8/8/21,3
8003,8/9/21,3
8003,8/10/21,1
8003,8/11/21,1
8003,8/12/21,0
8003,8/13/21,1
8003,8/14/21,0
8003,8/15/21,1
8003,8/16/21,1
8003,8/17/21,1
8003,8/18/21,1
8003,8/19/21,3
8003,8/20/21,3
8003,8/21/21,3
8003,8/22/21,3
8003,8/23/21,4
8003,8/24/21,4
8003,8/25/21,4
8003,8/26/21,4
8003,8/27/21,3
8003,8/28/21,3
8003,8/29/21,5
8003,8/30/21,5
8003,8/31/21,3
8003,9/1/21,3
8003,9/2/21,2
8003,9/3/21,3
8003,9/4/21,4
8003,9/5/21,4
8003,9/6/21,5
8003,9/7/21,6
8003,9/8/21,6
8003,9/9/21,5
8003,9/10/21,5
8003,9/11/21,4
8003,9/12/21,4
8003,9/13/21,3
8003,9/14/21,3
8003,9/15/21,4
8003,9/16/21,5
8003,9/17/21,5
8003,9/18/21,3
8003,9/19/21,3
8003,9/20/21,3
8003,9/21/21,5
8003,9/22/21,5
8003,9/23/21,5
8003,9/24/21,5
8003,9/25/21,5
8003,9/26/21,5
8003,9/27/21,4
8003,9/28/21,6
8003,9/29/21,6
8003,9/30/21,6
8003,10/1/21,6
8003,10/2/21,5
8003,10/3/21,5
8003,10/4/21,6
8003,10/5/21,6
8003,10/6/21,6
8003,10/7/21,6
8003,10/8/21,5
8003,10/9/21,6
8003,10/10/21,5
8003,10/11/21,5
8003,10/12/21,6
8003,10/13/21,6
8003,10/14/21,4
8003,10/15/21,6
8003,10/16/21,7
8003,10/17/21,7
8003,10/18/21,7
8003,10/19/21,7
8003,10/20/21,5
8003,10/21/21,5
8003,10/22/21,5
8003,10/23/21,6
8003,10/24/21,6
8003,10/25/21,7
8003,10/26/21,5
8003,10/27/21,5
8003,10/28/21,5
8003,10/29/21,4
8003,10/30/21,4
8003,10/31/21,5
8003,11/1/21,5
8003,11/2/21,6
8003,11/3/21,6
8003,11/4/21,6
8003,11/5/21,7
8003,11/6/21,7
8003,11/7/21,7
8003,11/8/21,7
8003,11/9/21,6
8003,11/10/21,6
8003,11/11/21,5
8003,11/12/21,5
8003,11/13/21,7
8003,11/14/21,6
8003,11/15/21,5
8003,11/16/21,5
8003,11/17/21,5
8003,11/18/21,6
8003,11/19/21,7
8003,11/20/21,6
8003,11/21/21,6
8003,11/22/21,6
8003,11/23/21,6
8003,11/24/21,4
8003,11/25/21,4
8003,11/26/21,6
8003,11/27/21,6
8003,11/28/21,8
8003,11/29/21,6
8003,11/30/21,6
8003,12/1/21,7
8003,12/2/21,7
8003,12/3/21,8
8003,12/4/21,6
8003,12/5/21,6
8003,12/6/21,6
8003,12/7/21,6
8003,12/8/21,6
8003,12/9/21,5
8003,12/10/21,6
8003,12/11/21,7
8003,12/12/21,4
8003,12/13/21,4
8003,12/14/21,4
8003,12/15/21,4
8003,12/16/21,4
8003,12/17/21,6
8003,12/18/21,6
8003,12/19/21,5
8003,12/20/21,4
8003,12/21/21,3
8003,12/22/21,4
8003,12/23/21,5
8003,12/24/21,6
8003,12/25/21,6
8003,12/26/21,7
8003,12/27/21,6
8003,12/28/21,6
8003,12/29/21,6
8003,12/30/21,5
8003,12/31/21,4
8003,1/1/22,5
8003,1/2/22,4
8003,1/3/22,6
8003,1/4/22,5
8003,1/5/22,2
8003,1/6/22,3
8003,1/7/22,4
8003,1/8/22,4
8003,1/9/22,4
8003,1/10/22,5
8003,1/11/22,5
8003,1/12/22,5
8003,1/13/22,3
8003,1/14/22,5
8003,1/15/22,4
8003,1/16/22,4
8003,1/17/22,5
8003,1/18/22,4
8003,1/19/22,3
8003,1/20/22,4
8003,1/21/22,4
8003,1/22/22,7
8003,1/23/22,9
8003,1/24/22,7
8003,1/25/22,5
8003,1/26/22,5
8003,1/27/22,5
8003,1/28/22,5
8003,1/29/22,5
8003,1/30/22,5
8003,1/31/22,2
8003,2/1/22,2
8003,2/2/22,2
8003,2/3/22,4
8003,2/4/22,4
8003,2/5/22,4
8003,2/6/22,3
8003,2/7/22,4
8003,2/8/22,2
8003,2/9/22,1
8003,2/10/22,4
8003,2/11/22,4
8003,2/12/22,6
8003,2/13/22,3
8003,2/14/22,2
8003,2/15/22,2
8003,2/16/22,2
8003,2/17/22,2
8003,2/18/22,0
8003,2/19/22,1
8003,2/20/22,1
8003,2/21/22,2
8003,2/22/22,2
8003,2/23/22,1
8003,2/24/22,1
8003,2/25/22,1
8003,2/26/22,2
8003,2/27/22,2
8003,2/28/22,3
8003,3/1/22,3
8003,3/2/22,2
8003,3/3/22,3
8003,3/4/22,4
8003,3/5/22,4
8003,3/6/22,4
8003,3/7/22,3
8003,3/8/22,4
8003,3/9/22,4
8003,3/10/22,4
8003,3/11/22,4
8003,3/12/22,4
8003,3/13/22,4
8003,3/14/22,2
8003,3/15/22,1
8003,3/16/22,
8003,3/17/22,
8003,3/18/22,2
8003,3/19/22,
8003,3/20/22,
8003,3/21/22,
8003,3/22/22,1
8003,3/23/22,
8003,3/24/22,
8003,3/25/22,0
8003,3/26/22,
8003,3/27/22,
8003,3/28/22,
8003,3/29/22,1
8003,3/30/22,
8003,3/31/22,
8003,4/1/22,2
8003,4/2/22,
8003,4/3/22,
8003,4/4/22,
8003,4/5/22,2
8003,4/6/22,
8003,4/7/22,
8003,4/8/22,1
8003,4/9/22,
8003,4/10/22,
8003,4/11/22,
8003,4/12/22,0
8003,4/13/22,
8003,4/14/22,
8003,4/15/22,0
8003,4/16/22,
8003,4/17/22,
8003,4/18/22,
8003,4/19/22,0
8003,4/20/22,
8003,4/21/22,
8003,4/22/22,0
8003,4/23/22,
8003,4/24/22,
8003,4/25/22,
8003,4/26/22,1
8003,4/27/22,
8003,4/28/22,
8003,4/29/22,2
8003,4/30/22,
8003,5/1/22,
8003,5/2/22,
8003,5/3/22,0
8003,5/4/22,
8003,5/5/22,
8003,5/6/22,0
8003,5/7/22,
8003,5/8/22,
8003,5/9/22,
8003,5/10/22,0
8003,5/11/22,
8003,5/12/22,
8003,5/13/22,0
8003,5/14/22,
8003,5/15/22,
8003,5/16/22,
8003,5/17/22,0
8003,5/18/22,
8003,5/19/22,
8003,5/20/22,0
8003,5/21/22,
8003,5/22/22,
8003,5/23/22,
8003,5/24/22,0
8003,5/25/22,
8003,5/26/22,
8003,5/27/22,0
8003,5/28/22,
8003,5/29/22,
8003,5/30/22,
8003,5/31/22,0
8003,6/1/22,
8003,6/2/22,
8003,6/3/22,0
8003,6/4/22,
8003,6/5/22,
8003,6/6/22,
8003,6/7/22,0
8003,6/8/22,
8003,6/9/22,
8003,6/10/22,1
8003,6/11/22,
8003,6/12/22,
8003,6/13/22,
8003,6/14/22,2
8003,6/15/22,
8003,6/16/22,
8003,6/17/22,1
8003,6/18/22,
8003,6/19/22,
8003,6/20/22,
8003,6/21/22,1
8003,6/22/22,
8003,6/23/22,
8003,6/24/22,2
8003,6/25/22,
8003,6/26/22,
8003,6/27/22,
8003,6/28/22,4
8003,6/29/22,
8003,6/30/22,
8003,7/1/22,3
8003,7/2/22,
8003,7/3/22,
8003,7/4/22,
8003,7/5/22,1
8003,7/6/22,
8003,7/7/22,
8003,7/8/22,2
8003,7/9/22,
8003,7/10/22,
8003,7/11/22,
8003,7/12/22,1
8003,7/13/22,
8003,7/14/22,
8003,7/15/22,0
8003,7/16/22,
8003,7/17/22,
8003,7/18/22,
8003,7/19/22,1
8003,7/20/22,
8003,7/21/22,
8003,7/22/22,1
8003,7/23/22,
8003,7/24/22,
8003,7/25/22,
8003,7/26/22,2
8003,7/27/22,
8003,7/28/22,
8003,7/29/22,2
8003,7/30/22,
8003,7/31/22,
8003,8/1/22,
8003,8/2/22,1
8003,8/3/22,
8003,8/4/22,
8003,8/5/22,2
8003,8/6/22,
8003,8/7/22,
8003,8/8/22,
8003,8/9/22,2
8003,8/10/22,
8003,8/11/22,
8003,8/12/22,0
8003,8/13/22,
8003,8/14/22,
8003,8/15/22,
8003,8/16/22,1
8003,8/17/22,
8003,8/18/22,
8003,8/19/22,1
8003,8/20/22,
8003,8/21/22,
8003,8/22/22,
8003,8/23/22,1
8003,8/24/22,
8003,8/25/22,
8003,8/26/22,1
8003,8/27/22,
8003,8/28/22,
8003,8/29/22,
8003,8/30/22,0
8003,8/31/22,
8003,9/1/22,
8003,9/2/22,1
8003,9/3/22,
8003,9/4/22,
8003,9/5/22,
8003,9/6/22,1
8003,9/7/22,
8003,9/8/22,
8003,9/9/22,0
8003,9/10/22,
8003,9/11/22,
8003,9/12/22,
8003,9/13/22,0
8003,9/14/22,
8003,9/15/22,
8003,9/16/22,0
8003,9/17/22,
8003,9/18/22,
8003,9/19/22,
8003,9/20/22,0
8003,9/21/22,
8003,9/22/22,
8003,9/23/22,0
8003,9/24/22,
8003,9/25/22,
8003,9/26/22,
8003,9/27/22,0
8003,9/28/22,
8003,9/29/22,
8003,9/30/22,1
8003,10/1/22,
8003,10/2/22,
8003,10/3/22,
8003,10/4/22,3
8003,10/5/22,
8003,10/6/22,
8003,10/7/22,1
8003,10/8/22,
8003,10/9/22,
8003,10/10/22,
8003,10/11/22,2
8003,10/12/22,
8003,10/13/22,
8003,10/14/22,1
8003,10/15/22,
8003,10/16/22,
8003,10/17/22,
8003,10/18/22,1
8003,10/19/22,
8003,10/20/22,
8003,10/21/22,0
8003,10/22/22,
8003,10/23/22,
8003,10/24/22,
8003,10/25/22,1
8003,10/26/22,
8003,10/27/22,
8003,10/28/22,3
8003,10/29/22,
8003,10/30/22,
8003,10/31/22,
8003,11/1/22,2
8003,11/2/22,
8003,11/3/22,
8003,11/4/22,0
8003,11/5/22,
8003,11/6/22,
8003,11/7/22,
8003,11/8/22,2
8003,11/9/22,
8003,11/10/22,
8003,11/11/22,2
8003,11/12/22,
8003,11/13/22,
8003,11/14/22,
8003,11/15/22,0
8003,11/16/22,
8003,11/17/22,
8003,11/18/22,0
8003,11/19/22,
8003,11/20/22,
8003,11/21/22,
8003,11/22/22,1
8003,11/23/22,
8003,11/24/22,
8003,11/25/22,1
8003,11/26/22,
8003,11/27/22,
8003,11/28/22,
8003,11/29/22,3
8003,11/30/22,
8003,12/1/22,
8003,12/2/22,1
8003,12/3/22,
8003,12/4/22,
8003,12/5/22,
8003,12/6/22,0
8003,12/7/22,
8003,12/8/22,
8003,12/9/22,0
8003,12/10/22,
8003,12/11/22,
8003,12/12/22,
8003,12/13/22,0
8003,12/14/22,
8003,12/15/22,
8003,12/16/22,2
8003,12/17/22,
8003,12/18/22,
8003,12/19/22,
8003,12/20/22,2
8003,12/21/22,
8003,12/22/22,
8003,12/23/22,2
8003,12/24/22,
8003,12/25/22,
8003,12/26/22,
8003,12/27/22,2
8003,12/28/22,
8003,12/29/22,
8003,12/30/22,1
8003,12/31/22,
8003,1/1/23,
8003,1/2/23,
8003,1/3/23,3
8003,1/4/23,
8003,1/5/23,
8003,1/6/23,2
8003,1/7/23,
8003,1/8/23,
8003,1/9/23,
8003,1/10/23,1
8003,1/11/23,
8003,1/12/23,
8003,1/13/23,2
8003,1/14/23,
8003,1/15/23,
8003,1/16/23,
8003,1/17/23,0
8003,1/18/23,
8003,1/19/23,
8003,1/20/23,0
8003,1/21/23,
8003,1/22/23,
8003,1/23/23,
8003,1/24/23,1
8003,1/25/23,
8003,1/26/23,
8003,1/27/23,1
8003,1/28/23,
8003,1/29/23,
8003,1/30/23,
8003,1/31/23,0
8003,2/1/23,
8003,2/2/23,
8003,2/3/23,0
8003,2/4/23,
8003,2/5/23,
8003,2/6/23,
8003,2/7/23,0
8003,2/8/23,
8003,2/9/23,
8003,2/10/23,0
8003,2/11/23,
8003,2/12/23,
8003,2/13/23,
8003,2/14/23,2
8003,2/15/23,
8003,2/16/23,
8003,2/17/23,0
8003,2/18/23,
8003,2/19/23,
8003,2/20/23,
8003,2/21/23,0
8003,2/22/23,
8003,2/23/23,
8003,2/24/23,0
8003,2/25/23,
8003,2/26/23,
8003,2/27/23,
8003,2/28/23,1
8003,3/1/23,
8003,3/2/23,
8003,3/3/23,0
8003,3/4/23,
8003,3/5/23,
8003,3/6/23,
8003,3/7/23,1
8003,3/8/23,
8003,3/9/23,
8003,3/10/23,2
8003,3/11/23,
8003,3/12/23,
8003,3/13/23,
8003,3/14/23,2
8003,3/15/23,
8003,3/16/23,
8003,3/17/23,0
8003,3/18/23,
8003,3/19/23,
8003,3/20/23,
8003,3/21/23,1
8003,3/22/23,
8003,3/23/23,
8003,3/24/23,0
8003,3/25/23,
8003,3/26/23,
8003,3/27/23,
8003,3/28/23,0
8003,3/29/23,
8003,3/30/23,
8003,3/31/23,0
8003,4/1/23,
8003,4/2/23,
8003,4/3/23,
8003,4/4/23,2
8003,4/5/23,
8003,4/6/23,
8003,4/7/23,1
8003,4/8/23,
8003,4/9/23,
8003,4/10/23,
8003,4/11/23,3
8003,4/12/23,
8003,4/13/23,
8003,4/14/23,0
8003,4/15/23,
8003,4/16/23,
8003,4/17/23,
8003,4/18/23,0
8003,4/19/23,
8003,4/20/23,
8003,4/21/23,0
8003,4/22/23,
8003,4/23/23,
8003,4/24/23,
8005,7/19/20,40
8005,7/20/20,38
8005,7/21/20,31
8005,7/22/20,26
8005,7/23/20,28
8005,7/24/20,29
8005,7/25/20,30
8005,7/26/20,26
8005,7/27/20,26
8005,7/28/20,32
8005,7/29/20,25
8005,7/30/20,29
8005,7/31/20,33
8005,8/1/20,38
8005,8/2/20,36
8005,8/3/20,26
8005,8/4/20,27
8005,8/5/20,30
8005,8/6/20,30
8005,8/7/20,28
8005,8/8/20,39
8005,8/9/20,39
8005,8/10/20,40
8005,8/11/20,26
8005,8/12/20,22
8005,8/13/20,25
8005,8/14/20,26
8005,8/15/20,28
8005,8/16/20,39
8005,8/17/20,33
8005,8/18/20,30
8005,8/19/20,27
8005,8/20/20,27
8005,8/21/20,28
8005,8/22/20,26
8005,8/23/20,22
8005,8/24/20,15
8005,8/25/20,19
8005,8/26/20,27
8005,8/27/20,21
8005,8/28/20,21
8005,8/29/20,31
8005,8/30/20,30
8005,8/31/20,24
8005,9/1/20,19
8005,9/2/20,19
8005,9/3/20,14
8005,9/4/20,14
8005,9/5/20,14
8005,9/6/20,11
8005,9/7/20,18
8005,9/8/20,16
8005,9/9/20,23
8005,9/10/20,19
8005,9/11/20,19
8005,9/12/20,18
8005,9/13/20,19
8005,9/14/20,21
8005,9/15/20,23
8005,9/16/20,21
8005,9/17/20,13
8005,9/18/20,17
8005,9/19/20,27
8005,9/20/20,26
8005,9/21/20,26
8005,9/22/20,18
8005,9/23/20,13
8005,9/24/20,18
8005,9/25/20,13
8005,9/26/20,16
8005,9/27/20,16
8005,9/28/20,18
8005,9/29/20,19
8005,9/30/20,23
8005,10/1/20,25
8005,10/2/20,28
8005,10/3/20,26
8005,10/4/20,33
8005,10/5/20,25
8005,10/6/20,28
8005,10/7/20,33
8005,10/8/20,33
8005,10/9/20,32
8005,10/10/20,27
8005,10/11/20,34
8005,10/12/20,31
8005,10/13/20,34
8005,10/14/20,35
8005,10/15/20,36
8005,10/16/20,36
8005,10/17/20,36
8005,10/18/20,41
8005,10/19/20,56
8005,10/20/20,51
8005,10/21/20,51
8005,10/22/20,52
8005,10/23/20,51
8005,10/24/20,49
8005,10/25/20,50
8005,10/26/20,60
8005,10/27/20,62
8005,10/28/20,68
8005,10/29/20,73
8005,10/30/20,75
8005,10/31/20,81
8005,11/1/20,74
8005,11/2/20,80
8005,11/3/20,93
8005,11/4/20,102
8005,11/5/20,101
8005,11/6/20,108
8005,11/7/20,108
8005,11/8/20,124
8005,11/9/20,126
8005,11/10/20,138
8005,11/11/20,141
8005,11/12/20,143
8005,11/13/20,144
8005,11/14/20,141
8005,11/15/20,158
8005,11/16/20,153
8005,11/17/20,162
8005,11/18/20,159
8005,11/19/20,158
8005,11/20/20,167
8005,11/21/20,164
8005,11/22/20,176
8005,11/23/20,172
8005,11/24/20,174
8005,11/25/20,177
8005,11/26/20,167
8005,11/27/20,163
8005,11/28/20,157
8005,11/29/20,178
8005,11/30/20,191
8005,12/1/20,185
8005,12/2/20,182
8005,12/3/20,176
8005,12/4/20,169
8005,12/5/20,172
8005,12/6/20,162
8005,12/7/20,169
8005,12/8/20,166
8005,12/9/20,166
8005,12/10/20,161
8005,12/11/20,170
8005,12/12/20,167
8005,12/13/20,159
8005,12/14/20,161
8005,12/15/20,166
8005,12/16/20,159
8005,12/17/20,166
8005,12/18/20,155
8005,12/19/20,156
8005,12/20/20,147
8005,12/21/20,139
8005,12/22/20,134
8005,12/23/20,132
8005,12/24/20,112
8005,12/25/20,108
8005,12/26/20,113
8005,12/27/20,114
8005,12/28/20,115
8005,12/29/20,116
8005,12/30/20,110
8005,12/31/20,106
8005,1/1/21,103
8005,1/2/21,100
8005,1/3/21,98
8005,1/4/21,96
8005,1/5/21,99
8005,1/6/21,105
8005,1/7/21,103
8005,1/8/21,98
8005,1/9/21,90
8005,1/10/21,89
8005,1/11/21,95
8005,1/12/21,92
8005,1/13/21,93
8005,1/14/21,89
8005,1/15/21,89
8005,1/16/21,90
8005,1/17/21,97
8005,1/18/21,79
8005,1/19/21,79
8005,1/20/21,81
8005,1/21/21,81
8005,1/22/21,80
8005,1/23/21,67
8005,1/24/21,80
8005,1/25/21,63
8005,1/26/21,79
8005,1/27/21,68
8005,1/28/21,66
8005,1/29/21,65
8005,1/30/21,67
8005,1/31/21,53
8005,2/1/21,56
8005,2/2/21,59
8005,2/3/21,68
8005,2/4/21,66
8005,2/5/21,67
8005,2/6/21,72
8005,2/7/21,70
8005,2/8/21,67
8005,2/9/21,61
8005,2/10/21,70
8005,2/11/21,68
8005,2/12/21,62
8005,2/13/21,57
8005,2/14/21,59
8005,2/15/21,58
8005,2/16/21,52
8005,2/17/21,66
8005,2/18/21,51
8005,2/19/21,49
8005,2/20/21,43
8005,2/21/21,43
8005,2/22/21,40
8005,2/23/21,40
8005,2/24/21,43
8005,2/25/21,44
8005,2/26/21,39
8005,2/27/21,35
8005,2/28/21,35
8005,3/1/21,38
8005,3/2/21,35
8005,3/3/21,36
8005,3/4/21,30
8005,3/5/21,30
8005,3/6/21,25
8005,3/7/21,27
8005,3/8/21,35
8005,3/9/21,34
8005,3/10/21,36
8005,3/11/21,39
8005,3/12/21,35
8005,3/13/21,30
8005,3/14/21,27
8005,3/15/21,27
8005,3/16/21,25
8005,3/17/21,26
8005,3/18/21,23
8005,3/19/21,20
8005,3/20/21,21
8005,3/21/21,25
8005,3/22/21,26
8005,3/23/21,26
8005,3/24/21,21
8005,3/25/21,21
8005,3/26/21,20
8005,3/27/21,21
8005,3/28/21,22
8005,3/29/21,31
8005,3/30/21,32
8005,3/31/21,31
8005,4/1/21,37
8005,4/2/21,32
8005,4/3/21,31
8005,4/4/21,27
8005,4/5/21,36
8005,4/6/21,36
8005,4/7/21,32
8005,4/8/21,37
8005,4/9/21,39
8005,4/10/21,39
8005,4/11/21,43
8005,4/12/21,38
8005,4/13/21,43
8005,4/14/21,47
8005,4/15/21,53
8005,4/16/21,53
8005,4/17/21,56
8005,4/18/21,55
8005,4/19/21,51
8005,4/20/21,49
8005,4/21/21,46
8005,4/22/21,48
8005,4/23/21,50
8005,4/24/21,40
8005,4/25/21,40
8005,4/26/21,66
8005,4/27/21,65
8005,4/28/21,62
8005,4/29/21,53
8005,4/30/21,57
8005,5/1/21,57
8005,5/2/21,51
